side,state,name,sourceSheet,sourceRowNumber,siteID,targetRowNumber,reason
Spreadsheet 2 not spreadsheet 1,Maryland,Rappahannock River Valley National Wildlife Refuge Admin Building And Visitor,,,jr_rappahannock_river_valley_national_wildlife_refuge_admin_and,1146,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Shenandoah NP - Shenandoah NP —Rockfish Gap Entrance Station,,,jr_shenandoah_np(5),1289,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Shenandoah NP - Shenandoah Np—Big Meadows Campground,,,jr_shenandoah_np(7),1291,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Shenandoah NP - Shenandoah NP—Dickey Ridge Visitor Center,,,jr_shenandoah_np,1285,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Shenandoah NP - Shenandoah NP—Front Royal Entrance Station,,,jr_shenandoah_np(3),1287,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,"Shenandoah NP - Shenandoah NP—Harry F. Byrd, Sr. Visitor Center",,,jr_shenandoah_np(2),1286,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Shenandoah NP - Shenandoah Np—Lewis Mountain Campground,,,jr_shenandoah_np(8),1292,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Shenandoah NP - Shenandoah Np—Loft Mountain Campground,,,jr_shenandoah_np(9),1293,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Shenandoah NP - Shenandoah Np—Mathews Arm Campground,,,jr_shenandoah_np(6),1290,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Shenandoah NP - Shenandoah Np—Thornton Gap Entrance Station,,,jr_shenandoah_np(4),1288,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Shenandoah River State Park Visitors Center,,,jr_shenandoah_river_state_park_visitors,1294,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Spotsylvania Court House Battlefield,,,jr_spotsylvania_court_house_battlefield,1325,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,The White House,,,jr_the_white_house,1474,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Theodore Roosevelt Island,,,jr_theodore_roosevelt_island,1376,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Thomas Jefferson Memorial,,,jr_thomas_jefferson_memorial,1380,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Toms Cove,,,jr_toms_cove,1391,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Washington Monument,,,jr_washington_monument,1455,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Watkins,,,jr_watkins,1460,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Westmoreland State Park Main Office,,,jr_westmoreland_state_park_main_office,1466,no-confident-match
Spreadsheet 2 not spreadsheet 1,Maryland,Wilderness Battlefield,,,jr_wilderness_battlefield,1482,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Blackstone River Valley national Heritage Corridor badges,,,jr_blackstone_river_valley_national_heritage_corridor_badges,161,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Boston Harbor Islands Pavilion,,,jr_boston_harbor_islands_pavilion,177,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Boston Harbor Islands State Park,,,jr_boston_harbor_islands_state_park,178,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Boston national Historic park - Boston national Historic park—Bunker Hill Museum,,,jr_boston_national_historic_park(4),182,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Boston national Historic park - Boston national Historic park—Charlestown Navy Yard Visitor Center,,,jr_boston_national_historic_park(2),180,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Boston national Historic park - Boston national Historic park—Faneuil Hall Visitor Center,,,jr_boston_national_historic_park,179,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Cape Cod - Cape Cod—Province Lands Visitor Center,,,jr_cape_cod(2),233,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,"Cape Cod - Cape Cod—Salt Pond Visitor Center, Eastham",,,jr_cape_cod,232,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Cape Cod Canal,,,jr_cape_cod_canal,234,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Georges Island,,,jr_georges_island,580,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Hop Brooks Lake,,,jr_hop_brooks_lake,685,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Minute Man,,,jr_minute_man,910,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,National parks of Boston Winter Explorer badge,,,jr_national_parks_of_boston_winter_explorer_badge,972,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Peddocks Island,,,jr_peddocks_island,1062,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Roger Williams National Memorial,,,jr_roger_williams_national_memorial,1200,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Spectacle Island,,,jr_spectacle_island,1324,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,Thompson Island,,,jr_thompson_island,1382,no-confident-match
Spreadsheet 2 not spreadsheet 1,Massachusetts,West Hill Dam,,,jr_west_hill_dam,1465,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,(If rangers are there)Sleeping Bear Dunes-Dune Climb,,,jr_sleeping_bear_dunes_dune_climb,702,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,(Summer only)Pictured Rocks- Grand Sable,,,jr_pictured_rocks_grand_sable,1352,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,Isle Royale - Isle Royale —Rock Harbor Visitor Center,,,jr_isle_royale(2),712,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,Isle Royale - Isle Royale—Windigo Visitor Center,,,jr_isle_royale(3),713,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,Perry's Victory & International Peace Memorial-,,,jr_perry_s_victory_international_peace_memorial,1063,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,Pictured Rocks National Lakeshore,,,jr_pictured_rocks_national_lakeshore,1078,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,Pictures Rocks national Lakeshore- Munising Falls,,,jr_pictures_rocks_national_lakeshore_munising_falls,1079,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,River Raisin National Battlefield Park,,,jr_river_raisin_national_battlefield_park,1185,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,Sleeping Bear Dunes - D.H. Day Campground,,,jr_sleeping_bear_dunes_d_h_day_campground,1308,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,Sleeping Bear Dunes -Glen Haven Historic Village,,,jr_sleeping_bear_dunes_glen_haven_historic_village,1310,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,Sleeping Bear Dunes National Lakeshore(see places to get the books),,,jr_sleeping_bear_dunes_national_lakeshore,1309,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,Sleeping Bear Dunes-Platte River Campground,,,jr_sleeping_bear_dunes_platte_river_campground,1311,no-confident-match
Spreadsheet 2 not spreadsheet 1,Michigan,Virtual,,,jr_virtual,1441,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,*call first* Upper Mississippi River National Wildlife & Fish Refuge - La Crosse District,,,jr_call_first_upper_mississippi_river_national_wildlife_fish_refuge_la_crosse_distr,212,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Apostle Islands - Apostle Islands—Little Sand Bay Visitor Center,,,jr_apostle_islands,53,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Apostle Islands - Apostle Islands—Northern Great Lakes Visitor Center,,,jr_apostle_islands(3),55,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Apostle Islands - Apostle Islands—Stockton Island Visitor Center,,,jr_apostle_islands(2),54,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Apostle Islands National Lakeshore,,,jr_apostle_islands_national_lakeshore,56,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Apostle Islands National Lakeshore,,,jr_apostle_islands_national_lakeshore(2),57,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Grand Portage National Monument,,,jr_grand_portage_national_monument,610,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Minnesota Valley National Wildlife Refuge,,,jr_minnesota_valley_national_wildlife_refuge,909,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Mississippi National River,,,jr_mississippi_national_river,914,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Mississippi National River and Recreation Area,,,jr_mississippi_national_river_and_recreation_area,913,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Mississippi National River and Recreation Area,,,jr_mississippi_national_river_and_recreation_area(2),915,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Mississippi National River and Recreation Area - Mississippi National River and Recreation Area—Carl W. Kroening Interpretive Center,,,jr_mississippi_national_river_and_recreation_area(6),919,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Mississippi National River and Recreation Area - Mississippi National River and Recreation Area—Coon Rapids Dam Regional Park,,,jr_mississippi_national_river_and_recreation_area(3),916,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Mississippi National River and Recreation Area - Mississippi National River and Recreation Area—Great River Road Visitor and Learning Center,,,jr_mississippi_national_river_and_recreation_area(5),918,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Mississippi National River and Recreation Area - Mississippi National River and Recreation Area—Mill City Museum,,,jr_mississippi_national_river_and_recreation_area(4),917,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,St. Croix,,,jr_st_croix,1329,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,St. Croix National Riverway,,,jr_st_croix_national_riverway,1331,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Voyageurs National Park headquarters,,,jr_voyageurs_national_park,1443,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Voyageurs National Park headquarters,,,jr_voyageurs_national_park(2),1444,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Voyageurs- Ash River,,,jr_voyageurs_ash_river,1445,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Voyageurs- Lake Kabetogama,,,jr_voyageurs_lake_kabetogama,1446,no-confident-match
Spreadsheet 2 not spreadsheet 1,Minnesota,Voyageurs- Rainy Lake,,,jr_voyageurs_rainy_lake,1447,no-confident-match
Spreadsheet 2 not spreadsheet 1,Mississippi,Mississippi Sandhill Crane National Wildlife Refuge Admin Building And Visitor,,,jr_mississippi_sandhill_crane_national_wildlife_refuge_admin_and,921,no-confident-match
Spreadsheet 2 not spreadsheet 1,Mississippi,Sam D. Hamilton Noxubee National Wildlife Refuge Admin Building And Visitor,,,jr_sam_d_hamilton_noxubee_national_wildlife_refuge_admin_and,1230,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,- Bill Emerson Memorial Visitor's Center,,,jr_bill_emerson_memorial_s,150,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Buffalo National River,,,jr_buffalo_national_river,191,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Buffalo National River - Buffalo National River—Buffalo Point Ranger Station,,,jr_buffalo_national_river(3),193,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Buffalo National River - Buffalo National River—Steel Creek Ranger Station,,,jr_buffalo_national_river(4),194,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Buffalo National River - Buffalo National River—Tyler Bend Visitor Center,,,jr_buffalo_national_river(2),192,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Carlyle Lake Visitor's Center,,,jr_carlyle_lake_s,254,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Dewey Short,,,jr_dewey_short,405,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Gateway Arch,,,jr_gateway_arch,568,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Harry S Truman,,,jr_harry_s_truman,666,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Old Courthouse,,,jr_old_courthouse,1018,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Ozark National Scenic Riverways Park Headquarters,,,jr_ozark_national_scenic_riverways_park,1041,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Ozark NSR - Ozark NSR—Alley General Store Visitor Center,,,jr_ozark_nsr,1039,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Ozark NSR - Ozark NSR—Pulltite Ranger Station,,,jr_ozark_nsr(2),1040,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Park,,,jr_park,1051,no-confident-match
Spreadsheet 2 not spreadsheet 1,Missouri,Reelfoot National Wildlife Refuge Admin Building and Visitor,,,jr_reelfoot_national_wildlife_refuge_admin_and,1167,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,(NO BADGE) Makoshika State Park,,,jr_makoshika_state_park,998,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Bear Paw Battlefield,,,jr_bear_paw_battlefield,111,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,"Bighorn Canyon NRA - (When staffed) Bighorn Canyon NRA —Crooked Creek Contact Station,",,,jr_bighorn_canyon_nra(3),148,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Bighorn Canyon NRA - (When staffed)Bighorn Canyon NRA—Afterbay Ranger and Contact Station,,,jr_bighorn_canyon_nra(2),147,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Bighorn Canyon NRA - Bighorn Canyon NRA—Yellowtail Dam Visitor Center,,,jr_bighorn_canyon_nra,145,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Bighorn Canyon NRA - Cal Taggart,,,jr_bighorn_canyon_nra_cal_taggart,144,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Missouri Breaks,,,jr_missouri_breaks,922,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Pompeys Pillar,,,jr_pompeys_pillar,1107,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Yellowstone - Yellowstone—Albright Visitor Center,,,jr_yellowstone,1508,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Yellowstone - Yellowstone—Canyon Visitor Education Center,,,jr_yellowstone(2),1509,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Yellowstone - Yellowstone—Grant Visitor Center,,,jr_yellowstone(4),1510,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Yellowstone - Yellowstone—Historic West Thumb Ranger Station,,,jr_yellowstone(7),1513,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Yellowstone - Yellowstone—Madison Information Station,,,jr_yellowstone(5),1511,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Yellowstone - Yellowstone—Norris Geyser Basin Museum,,,jr_yellowstone(9),1515,no-confident-match
Spreadsheet 2 not spreadsheet 1,Montana,Yellowstone - Yellowstone—Old Faithful Visitor and Education Center,,,jr_yellowstone(6),1512,no-confident-match
Spreadsheet 2 not spreadsheet 1,Nebraska,Coming soon!! Missouri River Project Offic,,,jr_coming_soon_missouri_river_project_offic,336,no-confident-match
Spreadsheet 2 not spreadsheet 1,Nebraska,"Nebraska National Forest, Bessey Ranger District",,,jr_nebraska_national_forest_bessey_district,980,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Hampshire,Lowell,,,jr_lowell,857,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Hampshire,Marsh-Billings-Rockefeller,,,jr_marsh_billings_rockefeller,882,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Hampshire,Silvio O. Conte National Fish and Wildlife Refuge - Nulhegan Basin Division,,,jr_silvio_o_conte_national_fish_and_wildlife_refuge_nulhegan_basin_division,1299,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Hampshire,U.S. Army Corps of Engineers - Otter Brook Dam,,,jr_u_s_army_corps_of_engineers_otter_brook_dam,1411,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Hampshire,US Army Corps of Engineers - Surry Mountain Dam,,,jr_us_army_corps_of_engineers_surry_mountain_dam,1420,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Hampshire,White Mountain NF - White Mountain NF—Pemigewasset ranger station and headquarters,,,jr_white_mountain_nf(2),1476,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,Edgar Allan Pоe National Historic Site,,,jr_edgar_allan_p_e_national_historic_site,430,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,First State National Historical Park,,,jr_first_state_national_historical_park,476,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,First State NHP - (Summer only)First State NHP—Fort Christina Park,,,jr_first_state_nhp(4),475,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,First State NHP - First State NHP—John Bell House on The Dover Green,,,jr_first_state_nhp(2),473,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,First State NHP - First State NHP—John Dickinson Plantation,,,jr_first_state_nhp(3),474,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,First State NHP - First State NHP—Old Swedes Historic Site,,,jr_first_state_nhp,472,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,First State NHP - First State NHP—The Arsenal in Historic New Castle,,,jr_first_state_nhp(5),477,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,Forsythe Wildlife Refuge Visitor,,,jr_forsythe_wildlife_refuge,488,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,Germantown White House (Deshler-Morris House),,,jr_germantown_white_house,583,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,Independence,,,jr_independence,704,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,New Castle Court House Museum,,,jr_new_castle_court_house,985,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,Schuylkill River Greenways NHA,,,jr_schuylkill_river_greenways_nha,1259,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,Thaddeus Kosciuszko National Memorial,,,jr_thaddeus_kosciuszko_national_memorial,1371,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Jersey,Washington Crossing State Park Visitors Center Museum,,,jr_washington_crossing_state_park_visitors,1454,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Abiquiu Dam-Corps,,,jr_abiquiu_dam_corps,13,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Abó,,,jr_ab,14,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Bandelier,,,jr_bandelier,88,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Capulin Volcano,,,jr_capulin_volcano,250,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Chamizal National Memorial - Park Grounds,,,jr_chamizal_national_memorial_park_grounds,281,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Coronado Historic Site,,,jr_coronado_historic_site,346,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Dripping springs Junior Ranger,,,jr_dripping_springs_junior,418,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,El Malpais,,,jr_el_malpais,435,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Fort Selden Historic Site,,,jr_fort_selden_historic_site,528,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Guadalupe Mountains - Guadalupe Mountains—Dog Canyon Ranger Station,,,jr_guadalupe_mountains(2),641,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Guadalupe Mountains - Guadalupe Mountains—Pine Springs Visitor Center,,,jr_guadalupe_mountains,640,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Jemez Historic Site,,,jr_jemez_historic_site,734,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Los Luceros,,,jr_los_luceros,852,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Place to get El Mapis and Tent rocks junior ranger,,,jr_place_to_get_el_mapis_and_tent_rocks_junior,1098,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Salinas Pueblo missions,,,jr_salinas_pueblo_missions(2),1228,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Salinas Pueblo missions - Salinas Pueblo missions—Gran Quivira Visitor Center,,,jr_salinas_pueblo_missions,1226,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Salinas Pueblo Missions National Monument (Quarai unit),,,jr_salinas_pueblo_missions_national_monument,1227,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Smokey Bear Historical Park,,,jr_smokey_bear_historical_park,1315,no-confident-match
Spreadsheet 2 not spreadsheet 1,New Mexico,Valles Caldera,,,jr_valles_caldera,1429,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,(Delaware Water Gap NRA) Bushkill Meeting Center - National Park Service,,,jr_bushkill_meeting_national_park_service,395,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,(Delaware Water Gap NRA)Milford Beach,,,jr_milford_beach,392,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,(Delaware Water Gap NRA)Smithfield Beach,,,jr_smithfield_beach,391,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,"(Delaware Water Gap NRA)Turtle Beach, New Jersey",,,jr_turtle_beach_new_jersey,393,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Alexander Hamilton Grange National Memorial,,,jr_alexander_hamilton_grange_national_memorial,34,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Castle Clinton National Monument,,,jr_castle_clinton_national_monument,267,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Delaware Water Gap National Recreation Area(see places to get the books),,,jr_delaware_water_gap_national_recreation_area,390,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Delaware Water Gap Park Headquarters,,,jr_delaware_water_gap_park,394,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Ellis Island National Museum of Immigration,,,jr_ellis_island_national_of_immigration,444,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Erie Canalway National Heritage Corridor,,,jr_erie_canalway_national_heritage_corridor,448,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Federal Hall,,,jr_federal_hall,463,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Fire Island --Fire Island Lighthouse,,,jr_fire_island_fire_island_lighthouse,465,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Fire Island --Sailors Haven,,,jr_fire_island_sailors_haven,466,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Fire Island --Watch Hill,,,jr_fire_island_watch_hill,467,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Fire Island --William Floyd Estate,,,jr_fire_island_william_floyd_estate,469,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Fire Island Wilderness,,,jr_fire_island_wilderness,468,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Gateway National Recreation Area - Gateway National Recreation Area —Ryan Visitor Center - Floyd Bennett Field,,,jr_gateway_national_recreation_area(2),565,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Gateway National Recreation Area - Gateway National Recreation Area —Sandy Hook Visitor Center,,,jr_gateway_national_recreation_area,564,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,General Grant National Memorial,,,jr_general_grant_national_memorial,572,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Paterson Great Falls National Historical Park,,,jr_paterson_great_falls_national_historical_park,1055,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,St Pauls Church National Historic Site,,,jr_st_pauls_church_national_historic_site,1332,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,The Delaware & Lehigh National Heritage Corridor,,,jr_the_delaware_lehigh_national_heritage_corridor,389,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Theodore Roosevelt Inaugural National Historic Site,,,jr_theodore_roosevelt_inaugural_national_historic_site,1375,no-confident-match
Spreadsheet 2 not spreadsheet 1,New York,Tioga-Hammond Lakes Recreation Area,,,jr_tioga_hammond_lakes_recreation_area,1388,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Bentonville Battlefield State Historic Site,,,jr_bentonville_battlefield_state_historic_site,119,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Cape Hatteras National Seashore - Museum of the Sea,,,jr_cape_hatteras_national_seashore_of_the_sea,236,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Cape Hatteras National Seashore -Ocracoke Island,,,jr_cape_hatteras_national_seashore_ocracoke_island,239,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Cape Hatteras National Seashore Bodie Island,,,jr_cape_hatteras_national_seashore_bodie_island,238,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Cape Lookout National Seashore Harkers Island,,,jr_cape_lookout_national_seashore_harkers_island,244,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Falls Lake State Recreation Area,,,jr_falls_lake_state_recreation_area,458,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Falls Lake Visitor Assistance Center,,,jr_falls_lake_assistance,457,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Fort Dobbs State Historic Site,,,jr_fort_dobbs_state_historic_site,496,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Fort Fisher State Historic Site,,,jr_fort_fisher_state_historic_site,499,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Fort Raleigh,,,jr_fort_raleigh,525,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Jordan Lake State Recreation Area,,,jr_jordan_lake_state_recreation_area,749,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Kerr Lake State Recreation Area,,,jr_kerr_lake_state_recreation_area,767,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Kings Mountain,,,jr_kings_mountain,772,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Mattamuskeet National Wildlife Refuge Admin Building And Visitor,,,jr_mattamuskeet_national_wildlife_refuge_admin_and,889,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Mayo River State Park - Mayo Mountain Access,,,jr_mayo_river_state_park_mayo_mountain_access,891,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Merchants Millpond State Park - Walk-in Group Campsites,,,jr_merchants_millpond_state_park_walk_in_group_campsites,900,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Mount Jefferson State Natural Area,,,jr_mount_jefferson_state_natural_area,948,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Carolina,Wright Brothers National Memorial,,,jr_wright_brothers_national_memorial,1505,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Dakota,Painted Canyon,,,jr_painted_canyon,1045,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Dakota,Theodore Roosevelt,,,jr_theodore_roosevelt,1373,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Dakota,Theodore Roosevelt National Park North Unit,,,jr_theodore_roosevelt_national_park_north_unit,1378,no-confident-match
Spreadsheet 2 not spreadsheet 1,North Dakota,White Horse Hill National Game Preserve,,,jr_white_horse_hill_national_game_preserve,1473,no-confident-match
